player_name,team_name,passes,pass_danger
Christian Träsch,Wolfsburg,1729,0.0500655084886503
Dennis Aogo,Schalke 04,1224,0.04967089909274432
Wendell Nascimento Borges,Bayer Leverkusen,1584,0.049394901597680015
Giulio Donati,Bayer Leverkusen,553,0.04914804873329718
Vladlen Yurchenko,Bayer Leverkusen,156,0.04862832039742266
Miloš Pantović,Bayern Munich,1,0.048574559598639835
Luca-Milan Zander,Werder Bremen,35,0.048405709395122815
Sebastian Boenisch,Bayer Leverkusen,383,0.04814330384223962
Oscar Wendt,Borussia Mönchengladbach,1740,0.047807647087090316
Hiroki Sakai,Hannover 96,1300,0.0476668142478263
Tin Jedvaj,Bayer Leverkusen,470,0.046965655931970406
Václav Kadlec,Eintracht Frankfurt,15,0.04692702676813255
Sascha Riether,Schalke 04,813,0.046812033589205486
Philipp Max,Augsburg,1031,0.04679610602637811
Santiago García,Werder Bremen,1304,0.046678771446642994
Ricardo Iván Rodríguez Araya,Wolfsburg,1563,0.04664842662008124
Marvin Plattenhardt,Hertha Berlin,1774,0.04649445040887908
Peter Niemeyer,Darmstadt 98,703,0.046198749106353354
Clemens Fritz,Werder Bremen,1035,0.04618831780289718
Juan Bernat Velasco,Bayern Munich,948,0.04611282256350123
Emiliano Adrián Insúa Zapata,VfB Stuttgart,1678,0.0459623727311599
Gotoku Sakai,Hamburger SV,1031,0.04578623752674132
Jeremy Toljan,Hoffenheim,703,0.04542627263044104
Paul Verhaegh,Augsburg,1325,0.04532207395620174
Danny Latza,FSV Mainz 05,1189,0.045308545089996544
Slobodan Medojević,Eintracht Frankfurt,252,0.04523458736352432
Łukasz Piszczek,Borussia Dortmund,1281,0.04518516564501261
Erik Durm,Borussia Dortmund,527,0.04509595150722003
Bastian Oczipka,Eintracht Frankfurt,1656,0.04508281862253045
Christoph Kramer,Bayer Leverkusen,1558,0.04498574294791993
Márcio Rafael Ferreira de Souza,Bayern Munich,1920,0.04480552005694819
Felix Kroos,Werder Bremen,101,0.044791659435458715
Tolga Ciğerci,Hertha Berlin,664,0.04469496033782411
Leon Goretzka,Schalke 04,952,0.044685860648363926
Yanni Regäsel,Eintracht Frankfurt,404,0.044610870366519895
György Garics,Darmstadt 98,627,0.04428950002855911
Eugen Polanski,Hoffenheim,899,0.04417148547224953
Leon Guwara,Werder Bremen,45,0.04408461660317847
Gaëtan Bussmann,FSV Mainz 05,613,0.04380043147271555
Sead Kolašinac,Schalke 04,990,0.04366499342762845
Carlos Armando Gruezo Arboleda,VfB Stuttgart,18,0.0436586073612097
Tohouri Zahoui Constant Djakpa,Eintracht Frankfurt,413,0.04361372712541787
Marlon Frey,Bayer Leverkusen,97,0.04354313176779729
Paul Seguin,Wolfsburg,76,0.0435007509478441
Benjamin Gorka,Darmstadt 98,5,0.04344044164004255
Florian Jungwirth,Darmstadt 98,492,0.043255764240705576
Philipp Bargfrede,Werder Bremen,511,0.04317533748215519
Marcelo Alfonso Díaz Rojas,Hamburger SV,377,0.04312129472863567
Makoto Hasebe,Eintracht Frankfurt,1412,0.04300466760623124
Ceyhun Gülselam,Hannover 96,423,0.04299789404663932
Fabian Holland,Darmstadt 98,451,0.0427956018577801
Fabian Frei,FSV Mainz 05,441,0.04251985210857378
Julian Weigl,Borussia Dortmund,2277,0.0424601118247386
Tobias Levels,Ingolstadt,928,0.042438841787900645
Joo-Ho Park,Borussia Dortmund,260,0.041883907194055166
Felix Passlack,Borussia Dortmund,126,0.04187499094219811
Peter Pekarík,Hertha Berlin,611,0.04150780471928411
Matthias Ostrzolek,Hamburger SV,1634,0.041446643303216776
Konstantin Engel,Ingolstadt,87,0.041381418814880125
Kevin Vogt,FC Köln,861,0.041050740562153916
Dominik Kohr,Augsburg,1124,0.04102469778004534
Daniel Tawiah Opare,Augsburg,138,0.041015884334524785
Júnior Enrique Díaz Campbell,Darmstadt 98,275,0.04084463941523733
Suat Serdar,FSV Mainz 05,82,0.04072400355788649
Konstantinos Stafylidis,Augsburg,381,0.04070738282371435
Andre Hoffmann,Hannover 96,312,0.040536273057052825
Robert Bauer,Ingolstadt,724,0.04043392832354196
Nuri Şahin,Borussia Dortmund,509,0.04022866110251773
Sereso Geoffroy Gonzaroua Dié,VfB Stuttgart,956,0.04002399445238101
Pierre-Emile Højbjerg,Schalke 04,783,0.039761738840408324
